model_name,kv_cache_type,context_length_target,base_vram_mb,peak_vram_mb,dynamic_vram_mb,ttft_ms,itl_ms,throughput_tokens_per_s,perplexity,exact_match,f1_score,kv_cache_compression_ratio,gpu_memory_efficiency_index
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16453.32,1885.86,196.21,16.71,53.33,4.0926,1.0,1.0,50.0%,0.02828
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16402.45,1834.98,226.92,12.6,64.01,3.6775,1.0,1.0,50.0%,0.03488
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16325.26,1757.8,228.66,16.04,53.98,3.4723,1.0,1.0,50.0%,0.03071
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16345.18,1777.71,211.15,12.5,65.77,3.2501,1.0,1.0,50.0%,0.037
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16293.26,1725.79,230.96,15.55,50.64,4.19,1.0,1.0,50.0%,0.02935
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16410.43,1842.96,264.81,17.13,48.93,3.3773,0.0,0.0,50.0%,0.02655
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16461.02,1893.55,184.49,14.23,63.49,3.6514,1.0,1.0,50.0%,0.03353
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16383.89,1816.42,258.11,17.58,49.4,4.1047,,,50.0%,0.02719
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16301.82,1734.36,240.99,15.71,51.18,4.0993,,,50.0%,0.02951
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16337.96,1770.49,232.17,16.41,54.27,3.3435,,,50.0%,0.03065
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16425.92,1858.45,218.26,12.59,61.41,3.615,,,50.0%,0.03304
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16326.32,1758.86,195.32,12.69,68.39,3.6686,,,50.0%,0.03888
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16303.99,1736.52,189.02,17.49,50.85,3.2457,,,50.0%,0.02928
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16285.55,1718.08,258.7,17.54,47.32,4.2902,,,50.0%,0.02754
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16432.59,1865.13,202.09,12.27,65.41,3.4697,,,50.0%,0.03507
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16330.47,1763.0,279.67,16.6,52.41,3.4617,,,50.0%,0.02973
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16322.35,1754.88,201.15,13.02,66.95,3.637,,,50.0%,0.03815
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16370.13,1802.67,198.89,12.52,70.54,4.1945,,,50.0%,0.03913
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16444.44,1876.98,194.81,16.55,49.92,3.9572,,,50.0%,0.0266
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16427.28,1859.81,208.08,16.67,54.67,3.915,,,50.0%,0.0294
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16273.93,1706.46,264.05,15.59,56.59,4.2972,,,50.0%,0.03316
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16325.16,1757.69,196.69,14.74,58.34,4.0297,,,50.0%,0.03319
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16405.61,1838.15,198.48,13.53,63.23,4.1212,,,50.0%,0.0344
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16362.77,1795.3,260.52,12.1,66.95,3.2774,,,50.0%,0.03729
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16338.42,1770.96,252.08,17.59,49.33,4.0112,,,50.0%,0.02785
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16340.83,1773.37,248.54,15.72,55.75,3.5553,,,50.0%,0.03144
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16397.15,1829.69,263.88,12.72,65.95,3.8376,,,50.0%,0.03604
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16404.01,1836.54,209.99,14.52,61.4,3.971,,,50.0%,0.03343
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16413.87,1846.4,227.66,15.98,54.97,4.1287,,,50.0%,0.02977
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16387.27,1819.8,225.09,15.99,54.07,4.1988,,,50.0%,0.02971
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16276.28,1708.81,182.62,13.81,62.88,3.6946,,,50.0%,0.0368
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16420.87,1853.4,202.95,17.09,53.3,3.5074,,,50.0%,0.02876
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16465.65,1898.18,225.81,17.14,51.61,4.0387,,,50.0%,0.02719
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16427.33,1859.86,191.69,17.4,48.8,3.2486,,,50.0%,0.02624
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16300.25,1732.79,266.63,13.32,59.57,3.2351,,,50.0%,0.03438
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16422.25,1854.79,255.03,17.13,50.99,3.762,,,50.0%,0.02749
vinai/PhoGPT-7B5-Instruct,FP8,4000,14567.46,16456.32,1888.85,257.38,13.15,64.1,4.0812,,,50.0%,0.03394
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17776.22,3336.7,259.54,18.0,44.5,3.5801,1.0,1.0,50.0%,0.01334
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17935.8,3496.28,238.73,14.76,59.81,3.7788,1.0,1.0,50.0%,0.01711
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17762.71,3323.19,239.25,12.16,59.65,4.1444,1.0,1.0,50.0%,0.01795
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17832.31,3392.79,219.19,17.51,50.63,3.2617,1.0,1.0,50.0%,0.01492
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17783.45,3343.93,247.21,16.43,53.04,3.4901,1.0,1.0,50.0%,0.01586
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17806.88,3367.36,208.1,12.82,59.72,4.1166,1.0,1.0,50.0%,0.01774
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17929.57,3490.05,234.85,17.77,50.9,3.6477,1.0,1.0,50.0%,0.01458
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17869.78,3430.26,211.23,15.11,56.53,4.0531,0.0,0.0,50.0%,0.01648
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17825.24,3385.72,256.74,15.29,56.52,4.2154,1.0,1.0,50.0%,0.01669
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17938.34,3498.82,270.08,16.76,45.76,4.1919,1.0,1.0,50.0%,0.01308
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17768.1,3328.58,237.21,13.56,62.37,3.5458,1.0,1.0,50.0%,0.01874
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17885.48,3445.96,239.11,14.78,57.06,3.9167,1.0,1.0,50.0%,0.01656
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17838.05,3398.53,242.85,14.1,61.96,3.7589,1.0,1.0,50.0%,0.01823
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17810.95,3371.43,232.81,15.99,54.87,3.7774,1.0,1.0,50.0%,0.01628
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17783.44,3343.92,231.16,12.55,66.15,4.1138,0.0,0.0,50.0%,0.01978
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17812.93,3373.41,236.27,16.12,50.46,4.1409,1.0,1.0,50.0%,0.01496
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17885.49,3445.97,232.31,14.29,54.03,4.0608,1.0,1.0,50.0%,0.01568
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17820.1,3380.58,209.61,16.17,55.85,3.2327,1.0,1.0,50.0%,0.01652
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17905.09,3465.57,241.38,14.09,60.43,3.3235,1.0,1.0,50.0%,0.01744
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17917.62,3478.1,209.29,15.87,55.73,3.971,1.0,1.0,50.0%,0.01602
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17893.75,3454.22,225.84,16.85,52.28,3.6077,1.0,1.0,50.0%,0.01513
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17773.84,3334.32,199.76,17.1,52.96,3.76,1.0,1.0,50.0%,0.01588
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17784.82,3345.3,200.77,15.51,55.96,4.0275,1.0,1.0,50.0%,0.01673
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17828.14,3388.62,252.68,13.85,53.46,3.6864,0.0,0.0,50.0%,0.01578
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17815.36,3375.84,193.39,16.21,51.6,3.301,1.0,1.0,50.0%,0.01528
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17918.98,3479.46,199.99,15.19,58.74,3.9495,0.0,0.0,50.0%,0.01688
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17846.91,3407.39,237.91,17.12,51.81,3.7685,1.0,1.0,50.0%,0.0152
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17773.26,3333.74,223.1,16.26,53.88,3.9559,1.0,1.0,50.0%,0.01616
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17757.15,3317.63,212.42,13.26,63.81,3.4968,1.0,1.0,50.0%,0.01923
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17845.71,3406.19,275.35,15.52,50.78,3.7416,0.0,0.0,50.0%,0.01491
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17780.46,3340.94,272.13,15.72,53.81,3.7167,1.0,1.0,50.0%,0.01611
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17740.35,3300.83,267.55,12.54,57.17,3.25,1.0,1.0,50.0%,0.01732
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17860.75,3421.23,233.86,17.63,45.87,3.2471,1.0,1.0,50.0%,0.01341
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17751.75,3312.23,225.02,13.67,62.46,3.8429,0.0,0.0,50.0%,0.01886
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17766.9,3327.38,221.81,13.79,62.12,3.6613,1.0,1.0,50.0%,0.01867
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17865.05,3425.52,277.07,17.56,44.43,3.6258,1.0,1.0,50.0%,0.01297
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17866.08,3426.56,212.36,12.31,64.98,3.7999,1.0,1.0,50.0%,0.01896
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17846.95,3407.43,246.21,12.39,66.65,3.429,1.0,1.0,50.0%,0.01956
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17862.85,3423.33,185.98,17.79,49.08,3.2403,1.0,1.0,50.0%,0.01434
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17817.35,3377.83,272.3,12.17,67.52,4.0981,1.0,1.0,50.0%,0.01999
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17785.81,3346.29,230.59,15.35,52.28,4.0238,0.0,0.0,50.0%,0.01562
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17918.13,3478.61,238.71,15.4,53.44,3.4286,1.0,1.0,50.0%,0.01536
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17863.83,3424.31,190.29,16.4,51.61,3.432,1.0,1.0,50.0%,0.01507
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17924.88,3485.36,245.02,17.33,48.66,4.1011,0.0,0.0,50.0%,0.01396
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17837.66,3398.14,207.66,13.65,62.34,3.9927,1.0,1.0,50.0%,0.01835
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17833.79,3394.27,258.39,16.9,49.78,3.3417,1.0,1.0,50.0%,0.01467
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17868.44,3428.92,265.41,17.12,50.44,4.1554,1.0,1.0,50.0%,0.01471
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17936.54,3497.02,248.94,15.72,53.62,3.8281,1.0,1.0,50.0%,0.01533
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17906.86,3467.34,192.76,16.13,55.3,4.1937,1.0,1.0,50.0%,0.01595
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17865.56,3426.03,222.38,16.06,54.9,3.6299,0.0,0.0,50.0%,0.01602
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17749.78,3310.26,217.2,16.86,53.81,3.4456,0.0,0.0,50.0%,0.01625
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17801.97,3362.45,197.61,14.6,57.51,3.8613,1.0,1.0,50.0%,0.0171
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17866.45,3426.93,196.54,13.58,64.64,4.0046,1.0,1.0,50.0%,0.01886
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17786.28,3346.76,210.58,13.02,66.96,3.974,1.0,1.0,50.0%,0.02001
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17891.56,3452.04,269.64,14.12,57.05,3.4256,1.0,1.0,50.0%,0.01653
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17924.08,3484.56,212.66,17.57,46.81,3.9733,1.0,1.0,50.0%,0.01343
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17742.64,3303.11,203.62,17.99,48.39,4.0872,1.0,1.0,50.0%,0.01465
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17907.62,3468.1,245.41,15.55,51.26,3.5743,1.0,1.0,50.0%,0.01478
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17893.48,3453.96,226.9,13.72,63.65,3.6816,1.0,1.0,50.0%,0.01843
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17806.03,3366.5,276.2,16.52,52.55,4.0829,0.0,0.0,50.0%,0.01561
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17753.57,3314.05,189.79,15.19,54.5,3.3197,1.0,1.0,50.0%,0.01644
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17928.02,3488.5,192.37,16.81,51.97,3.5344,0.0,0.0,50.0%,0.0149
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17838.3,3398.77,189.68,15.02,57.5,3.7284,1.0,1.0,50.0%,0.01692
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17855.44,3415.92,255.14,17.75,45.31,3.2956,1.0,1.0,50.0%,0.01326
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17847.29,3407.77,231.57,16.86,49.35,3.4105,1.0,1.0,50.0%,0.01448
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17929.69,3490.17,248.35,13.88,60.41,3.2613,1.0,1.0,50.0%,0.01731
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17823.41,3383.89,212.34,12.54,63.08,3.6555,1.0,1.0,50.0%,0.01864
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17933.35,3493.82,279.6,17.86,46.92,3.7194,1.0,1.0,50.0%,0.01343
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17809.93,3370.41,204.54,17.0,52.56,3.4995,0.0,0.0,50.0%,0.01559
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17889.55,3450.03,266.21,15.23,50.44,3.7466,1.0,1.0,50.0%,0.01462
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17852.52,3413.0,222.91,12.63,68.41,3.7438,1.0,1.0,50.0%,0.02004
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17792.04,3352.52,261.39,16.94,51.94,4.2635,1.0,1.0,50.0%,0.01549
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17891.02,3451.5,194.2,14.49,56.07,4.0153,1.0,1.0,50.0%,0.01624
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17826.58,3387.06,208.93,17.53,51.34,3.8419,0.0,0.0,50.0%,0.01516
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17834.81,3395.29,180.79,13.69,64.15,4.161,1.0,1.0,50.0%,0.01889
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17783.59,3344.07,225.93,14.38,60.49,3.5282,0.0,0.0,50.0%,0.01809
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17776.34,3336.82,276.07,15.3,52.81,3.4673,1.0,1.0,50.0%,0.01583
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17775.46,3335.93,211.0,16.38,52.39,4.1381,1.0,1.0,50.0%,0.01571
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17781.77,3342.25,234.18,16.16,52.87,4.1584,1.0,1.0,50.0%,0.01582
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17777.49,3337.96,247.4,12.68,68.2,3.8388,1.0,1.0,50.0%,0.02043
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17908.63,3469.11,244.72,17.32,51.66,3.7646,0.0,0.0,50.0%,0.01489
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17894.34,3454.81,279.79,15.42,55.15,3.436,1.0,1.0,50.0%,0.01596
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17886.82,3447.3,209.06,13.22,57.75,3.276,1.0,1.0,50.0%,0.01675
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17829.06,3389.54,231.1,15.94,53.69,3.9712,1.0,1.0,50.0%,0.01584
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17919.48,3479.96,276.57,16.03,54.36,4.2664,1.0,1.0,50.0%,0.01562
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17757.57,3318.05,198.61,16.06,55.49,4.1637,1.0,1.0,50.0%,0.01672
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17748.26,3308.74,205.64,14.64,57.17,4.1056,1.0,1.0,50.0%,0.01728
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17930.76,3491.23,278.33,14.51,52.21,4.0815,0.0,0.0,50.0%,0.01496
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17756.03,3316.5,189.24,12.67,65.39,3.7096,1.0,1.0,50.0%,0.01972
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17841.86,3402.34,246.21,17.99,46.28,3.9132,1.0,1.0,50.0%,0.0136
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17781.49,3341.96,239.75,17.41,47.53,3.3754,1.0,1.0,50.0%,0.01422
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17811.1,3371.58,224.44,16.11,53.9,3.9999,1.0,1.0,50.0%,0.01599
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17926.53,3487.01,208.45,17.64,50.05,3.5633,1.0,1.0,50.0%,0.01435
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17838.16,3398.64,184.19,14.02,64.06,3.9694,1.0,1.0,50.0%,0.01885
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17757.15,3317.63,238.34,15.26,54.82,3.979,1.0,1.0,50.0%,0.01652
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17921.53,3482.01,218.62,15.87,56.7,4.1185,1.0,1.0,50.0%,0.01628
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17893.1,3453.58,189.23,16.56,54.55,3.4966,0.0,0.0,50.0%,0.01579
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17927.63,3488.11,189.89,13.25,62.81,3.7004,1.0,1.0,50.0%,0.01801
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17812.03,3372.51,278.1,14.02,58.69,3.3505,1.0,1.0,50.0%,0.0174
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17912.95,3473.43,238.62,12.2,63.02,3.2678,1.0,1.0,50.0%,0.01814
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17819.74,3380.22,190.73,12.55,63.36,3.9813,1.0,1.0,50.0%,0.01874
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17867.15,3427.62,266.19,12.77,64.68,3.7753,1.0,1.0,50.0%,0.01887
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17921.48,3481.95,229.65,12.24,60.65,3.4611,1.0,1.0,50.0%,0.01742
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17809.71,3370.18,226.49,18.0,47.67,4.0129,1.0,1.0,50.0%,0.01414
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17936.12,3496.6,217.2,13.97,63.5,3.4157,1.0,1.0,50.0%,0.01816
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17935.1,3495.58,218.95,17.53,47.48,4.1447,1.0,1.0,50.0%,0.01358
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17903.51,3463.99,244.18,15.16,56.47,3.897,1.0,1.0,50.0%,0.0163
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17860.2,3420.68,259.61,13.3,61.27,3.6015,1.0,1.0,50.0%,0.01791
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17855.84,3416.32,197.34,12.49,70.31,4.1648,1.0,1.0,50.0%,0.02058
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17858.59,3419.07,185.11,17.45,50.3,4.0411,0.0,0.0,50.0%,0.01471
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17805.27,3365.75,189.47,17.55,52.01,3.8433,0.0,0.0,50.0%,0.01545
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17934.04,3494.52,275.59,17.0,50.25,4.0826,1.0,1.0,50.0%,0.01438
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17890.18,3450.66,238.12,14.64,57.34,4.0894,1.0,1.0,50.0%,0.01662
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17894.01,3454.48,244.9,12.76,65.65,3.3315,1.0,1.0,50.0%,0.01901
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17778.59,3339.07,184.6,15.68,58.04,3.3784,1.0,1.0,50.0%,0.01738
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17765.07,3325.55,199.2,15.38,56.33,3.4049,0.0,0.0,50.0%,0.01694
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17818.04,3378.52,197.47,13.08,59.74,4.2888,1.0,1.0,50.0%,0.01768
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17780.79,3341.27,211.5,15.47,58.39,4.0444,1.0,1.0,50.0%,0.01748
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17855.47,3415.94,184.85,16.67,51.48,3.3308,1.0,1.0,50.0%,0.01507
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17773.77,3334.25,233.47,15.89,55.74,4.1639,1.0,1.0,50.0%,0.01672
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17879.96,3440.43,191.68,14.6,60.09,4.0142,1.0,1.0,50.0%,0.01747
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17844.48,3404.95,189.7,14.13,63.58,3.8541,1.0,1.0,50.0%,0.01867
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17830.5,3390.97,214.36,13.33,66.36,3.9939,1.0,1.0,50.0%,0.01957
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17858.06,3418.54,226.86,12.99,66.08,3.5104,1.0,1.0,50.0%,0.01933
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17887.3,3447.78,182.01,13.57,66.59,3.4135,1.0,1.0,50.0%,0.01931
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17762.9,3323.38,228.91,14.03,56.42,3.5191,1.0,1.0,50.0%,0.01698
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17771.99,3332.47,255.44,13.92,62.03,3.5091,1.0,1.0,50.0%,0.01862
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17874.28,3434.76,254.57,14.21,60.95,3.3067,1.0,1.0,50.0%,0.01775
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17757.07,3317.55,219.99,14.79,56.44,3.7285,1.0,1.0,50.0%,0.01701
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17855.94,3416.42,197.36,16.03,55.95,3.2599,1.0,1.0,50.0%,0.01638
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17800.18,3360.66,237.89,17.67,49.23,3.6237,1.0,1.0,50.0%,0.01465
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17819.83,3380.31,209.4,17.65,49.64,3.7142,1.0,1.0,50.0%,0.01469
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17870.52,3431.0,231.56,17.49,49.05,3.4906,1.0,1.0,50.0%,0.0143
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17918.82,3479.3,207.91,14.05,56.08,3.4258,1.0,1.0,50.0%,0.01612
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17792.66,3353.14,212.57,14.93,56.95,4.2753,1.0,1.0,50.0%,0.01698
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17929.74,3490.22,249.31,14.18,58.78,3.2941,1.0,1.0,50.0%,0.01684
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17906.35,3466.83,230.65,16.04,55.37,3.5632,1.0,1.0,50.0%,0.01597
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17758.4,3318.87,260.82,17.12,51.41,3.968,1.0,1.0,50.0%,0.01549
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17915.42,3475.9,232.93,15.79,55.4,3.704,,,50.0%,0.01594
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17799.18,3359.66,249.69,12.59,66.49,3.7184,,,50.0%,0.01979
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17821.74,3382.22,217.57,15.86,53.3,4.0468,,,50.0%,0.01576
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17765.16,3325.64,200.84,17.22,50.08,4.2357,,,50.0%,0.01506
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17826.06,3386.54,226.11,15.36,57.43,3.6228,,,50.0%,0.01696
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17889.38,3449.86,201.66,14.56,60.01,3.4127,,,50.0%,0.0174
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17836.23,3396.71,278.16,16.87,47.97,3.7421,,,50.0%,0.01412
vinai/PhoGPT-7B5-Instruct,FP8,8000,14439.52,17774.27,3334.74,182.87,16.75,53.88,3.6514,,,50.0%,0.01616
